"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119"
96.1883333333333,71.2166666666667,149.806666666667,146.595,100.876666666667,235.365,161.276666666667,56.035,139.68,49.205,216.731666666667,256.873333333333,39.0183333333333,64.8833333333333,80.75,112.933333333333,13.8883333333333,6.50333333333333,144.256666666667,108.028333333333,112.058333333333,113.06,40.665,33.6666666666667,31.5916666666667,167.468333333333,187.55,187.115,185.841666666667,72.365,85.3666666666667,10.8883333333333,6.89166666666667,161.276666666667,146.57,138.071666666667,216.015,212.6,128.361666666667,111.728333333333,108.028333333333,111.071666666667,107.548333333333,136.388333333333,129.713333333333,52.155,59.0666666666667,60.0383333333333,134.82,41.6933333333333,124.803333333333,94.3516666666667,113.441666666667,104.873333333333,87.9983333333333,135.02,251.541666666667,259.241666666667,266.815,251.498333333333,256.678333333333,269.695,317.151666666667,268.893333333333,273.365,319.29,277.181666666667,265.8,260.278333333333,272.85,255.798333333333,174.885,187.023333333333,181.141666666667,223.626666666667,205.428333333333,207.993333333333,209.675,196.233333333333,208.65,181.141666666667,179.326666666667,159.4,197.48,190.878333333333,192.633333333333,194.761666666667,220.713333333333,185.121666666667,191.486666666667,203.74,219.968333333333,206.916666666667,204.218333333333,190.471666666667,208.36,200.331666666667,209.301666666667,207.175,205.083333333333,211.178333333333,158.78,199.503333333333,199.488333333333,159.173333333333,194.225,180.618333333333,206.388333333333,198.953333333333,175.345,182.335,180.306666666667,182.145,186.943333333333,205,215.25,189.488333333333,220.586666666667,221.493333333333
189.116666666667,103.371666666667,53.9266666666667,50.715,45.18,285.24,84.3566666666667,158.01,220.468333333333,110.408333333333,273.233333333333,313.375,142.266666666667,117.935,133.801666666667,165.985,109.405,111.343333333333,91.4133333333333,4.315,16.2066666666667,17.18,99.5916666666667,102.488333333333,109.161666666667,77.615,231.95,229.146666666667,228.108333333333,71.44,29.6016666666667,114.136666666667,111.731666666667,84.3566666666667,50.69,42.1916666666667,203.651666666667,200.236666666667,181.413333333333,30.5,4.315,15.1916666666667,16.33,40.5083333333333,38.6883333333333,88.5616666666667,59.8,63.9616666666667,38.9683333333333,88.89,28.9516666666667,175.14,17.59,41.605,174.083333333333,82.1766666666667,301.416666666667,309.116666666667,254.451666666667,301.373333333333,306.553333333333,319.57,373.653333333333,318.768333333333,323.24,375.791666666667,327.056666666667,315.675,310.153333333333,322.725,305.673333333333,79.005,91.1433333333333,85.2616666666667,127.746666666667,109.548333333333,112.113333333333,113.795,100.353333333333,112.77,85.2616666666667,83.4466666666667,63.52,101.6,94.9983333333333,96.7533333333333,98.8816666666667,124.833333333333,89.2416666666667,95.6066666666667,107.86,127.3,111.036666666667,108.338333333333,94.5916666666667,112.48,104.451666666667,113.421666666667,111.295,109.203333333333,115.298333333333,62.9,103.623333333333,103.608333333333,63.2933333333333,98.345,84.7383333333333,110.508333333333,103.073333333333,79.465,86.455,87.6383333333333,86.265,94.275,109.12,119.37,93.6083333333333,167.743333333333,168.65
168.743333333333,82.9983333333333,59.7666666666667,59.2816666666667,22.2566666666667,277.238333333333,78.02,153.845,200.095,90.035,265.231666666667,305.373333333333,126.966666666667,97.5616666666667,113.428333333333,145.611666666667,115.796666666667,109.901666666667,83.4116666666667,38.72,27.36,37.2283333333333,79.2183333333333,82.115,88.7883333333333,86.1816666666667,223.948333333333,221.145,220.106666666667,51.0666666666667,39.83,108.698333333333,110.29,78.02,72.1116666666667,63.6133333333333,195.65,192.235,161.04,12.405,38.72,39.2616666666667,28.7283333333333,61.93,23.9866666666667,68.1883333333333,73.7333333333333,77.895,30.5416666666667,102.823333333333,22.22,154.766666666667,29.11,25.7133333333333,153.71,74.175,293.415,301.115,246.45,293.371666666667,298.551666666667,311.568333333333,365.651666666667,310.766666666667,315.238333333333,367.79,319.055,307.673333333333,302.151666666667,314.723333333333,297.671666666667,87.5716666666667,112.565,106.683333333333,149.168333333333,130.97,133.535,135.216666666667,121.775,134.191666666667,106.683333333333,95.8416666666667,84.9416666666667,123.021666666667,116.42,118.175,120.303333333333,146.255,110.663333333333,117.028333333333,129.281666666667,135.866666666667,132.458333333333,129.76,116.013333333333,133.901666666667,125.873333333333,134.843333333333,132.716666666667,130.625,136.72,84.3216666666667,125.045,125.03,84.715,119.766666666667,106.16,131.93,124.495,100.886666666667,107.876666666667,96.205,107.686666666667,102.841666666667,130.541666666667,140.791666666667,115.03,159.741666666667,160.648333333333
114.546666666667,49.6983333333333,136.358333333333,132.516666666667,79.3583333333333,241.583333333333,139.758333333333,78.045,145.898333333333,35.8383333333333,222.95,263.091666666667,57.83,43.365,59.2316666666667,91.415,39.9966666666667,34.1016666666667,122.738333333333,109.495,97.1183333333333,108.166666666667,16.6583333333333,11.7283333333333,14.8516666666667,145.95,193.768333333333,188.735,187.696666666667,51.5633333333333,95.6666666666667,32.8983333333333,34.49,139.758333333333,143.056666666667,134.558333333333,194.496666666667,191.081666666667,106.843333333333,90.21,109.495,110.036666666667,97.1866666666667,132.875,108.195,30.6366666666667,69.3666666666667,70.3383333333333,114.543333333333,51.495,107.291666666667,100.57,100.055,83.355,99.5133333333333,113.501666666667,257.76,265.46,245.296666666667,257.716666666667,262.896666666667,275.913333333333,323.37,275.111666666667,279.583333333333,325.508333333333,283.4,272.018333333333,266.496666666667,279.068333333333,262.016666666667,160.806666666667,183.51,177.628333333333,220.113333333333,201.915,204.48,206.161666666667,192.72,205.136666666667,177.628333333333,169.076666666667,155.886666666667,193.966666666667,187.365,189.12,191.248333333333,216.895,181.608333333333,187.973333333333,200.226666666667,198.45,203.403333333333,200.705,186.958333333333,204.846666666667,196.818333333333,205.788333333333,203.661666666667,201.57,207.665,155.266666666667,195.99,195.975,155.66,190.711666666667,177.105,202.875,194.096666666667,171.831666666667,178.821666666667,158.788333333333,178.631666666667,165.425,201.486666666667,211.736666666667,185.975,199.068333333333,199.975
190.648333333333,104.903333333333,37.6983333333333,34.195,46.7116666666667,280.348333333333,67.8366666666667,172.156666666667,222,111.94,268.341666666667,308.483333333333,148.871666666667,119.466666666667,135.333333333333,167.516666666667,123.551666666667,125.49,86.5216666666667,28.6266666666667,17.6283333333333,19.5116666666667,101.123333333333,104.02,110.693333333333,61.095,227.058333333333,224.255,223.216666666667,72.9716666666667,43.7483333333333,128.283333333333,125.878333333333,67.8366666666667,53.0233333333333,44.525,198.76,195.345,182.945,32.0316666666667,28.6266666666667,22.0683333333333,25.2116666666667,42.8416666666667,33.7966666666667,90.0933333333333,73.9466666666667,78.1083333333333,34.0766666666667,103.036666666667,18.2266666666667,176.671666666667,15.245,43.1366666666667,175.615,77.285,296.525,304.225,249.56,296.481666666667,301.661666666667,314.678333333333,368.761666666667,313.876666666667,318.348333333333,370.9,322.165,310.783333333333,305.261666666667,317.833333333333,300.781666666667,62.485,93.4766666666667,87.595,130.08,111.881666666667,114.446666666667,116.128333333333,102.686666666667,115.103333333333,87.595,70.755,65.8533333333333,103.933333333333,97.3316666666667,99.0866666666667,101.215,122.838333333333,91.575,97.94,110.193333333333,110.78,113.37,110.671666666667,96.925,114.813333333333,106.785,115.755,113.628333333333,111.536666666667,117.631666666667,65.2333333333333,105.956666666667,105.941666666667,65.6266666666667,100.678333333333,88.8266666666667,112.841666666667,101.471666666667,81.7983333333333,88.7883333333333,71.1183333333333,88.5983333333333,77.755,111.453333333333,121.703333333333,95.9416666666667,162.851666666667,163.758333333333
175.896666666667,92.5,89.86,73.87,72.1216666666667,225.091666666667,47.6666666666667,175.818333333333,178.72,112.008333333333,213.085,253.226666666667,148.94,119.535,99.375,111.48,137.77,131.875,18.025,79.6516666666667,69.1766666666667,78.16,101.191666666667,104.088333333333,110.761666666667,53.8583333333333,171.801666666667,168.998333333333,167.96,78.5466666666667,94.7866666666667,130.671666666667,132.263333333333,47.6666666666667,113.043333333333,104.545,143.503333333333,140.088333333333,139.665,77.9666666666667,79.6516666666667,80.1933333333333,76.215,102.861666666667,50.8933333333333,90.1616666666667,112.135,116.296666666667,50.7683333333333,141.845,61.7333333333333,133.391666666667,70.0416666666667,91.9566666666667,132.335,14.115,241.268333333333,248.968333333333,194.303333333333,241.225,246.405,259.421666666667,313.505,258.62,263.091666666667,315.643333333333,266.908333333333,255.526666666667,250.005,262.576666666667,245.525,83.74,123.45,147.615,172.928333333333,155.063333333333,157.628333333333,167.848333333333,145.868333333333,131.028333333333,147.615,110.496666666667,125.873333333333,147.41,111.751666666667,142.563333333333,131.188333333333,124.803333333333,151.595,138.078333333333,108.235,106.358333333333,160.218333333333,164.841666666667,139.878333333333,157.995,160.711666666667,158.936666666667,156.81,155.898333333333,129.336666666667,125.253333333333,149.138333333333,149.418333333333,125.646666666667,137.455,127.065,159.69,102.005,130.098333333333,131.741666666667,66.6966666666667,123.601666666667,73.3333333333333,158.301666666667,164.551666666667,146.891666666667,104.673333333333,105.58
102.728333333333,48.845,135.505,131.663333333333,78.505,241.905,138.905,75.9716666666667,146.22,27.0233333333333,223.271666666667,263.413333333333,45.5583333333333,42.5116666666667,58.3783333333333,90.5616666666667,37.9233333333333,32.0283333333333,121.885,108.641666666667,96.265,107.313333333333,20.095,13.4166666666667,7.77333333333333,145.096666666667,194.09,187.881666666667,186.843333333333,49.9933333333333,96.6283333333333,30.825,32.4166666666667,138.905,142.203333333333,133.705,193.643333333333,190.228333333333,105.99,89.3566666666667,108.641666666667,109.183333333333,96.3333333333333,132.021666666667,107.341666666667,29.7833333333333,83.1016666666667,84.0733333333333,113.69,65.7283333333333,106.438333333333,100.891666666667,99.2016666666667,82.5016666666667,94.5383333333333,112.648333333333,258.081666666667,265.781666666667,244.443333333333,258.038333333333,263.218333333333,276.235,323.691666666667,275.433333333333,279.905,325.83,283.721666666667,272.34,266.818333333333,279.39,262.338333333333,159.953333333333,182.656666666667,176.775,219.26,201.061666666667,203.626666666667,205.308333333333,191.866666666667,204.283333333333,176.775,168.223333333333,155.033333333333,193.113333333333,186.511666666667,188.266666666667,190.395,216.041666666667,180.755,187.12,199.373333333333,197.596666666667,202.55,199.851666666667,186.105,203.993333333333,195.965,204.935,202.808333333333,200.716666666667,206.811666666667,154.413333333333,195.136666666667,195.121666666667,154.806666666667,189.858333333333,176.251666666667,202.021666666667,193.243333333333,170.978333333333,177.968333333333,157.935,177.778333333333,164.571666666667,200.633333333333,210.883333333333,185.121666666667,198.215,199.121666666667
197.906666666667,241.96,304.906666666667,288.916666666667,276.043333333333,14.2166666666667,262.713333333333,277.386666666667,141.378333333333,228.098333333333,93.58,48.665,208.796666666667,210.628333333333,216.693333333333,179.44,250.233333333333,246.32,241.88,294.41,283.935,292.918333333333,247.103333333333,245.793333333333,252.751666666667,268.905,73.6216666666667,71.1316666666667,71.5966666666667,268.43,309.545,239.623333333333,245.355,262.713333333333,327.801666666667,319.303333333333,146.26,145.61,146.841666666667,292.725,294.41,294.951666666667,290.973333333333,317.62,265.651666666667,248.22,297.393333333333,298.365,265.526666666667,280.02,276.491666666667,154.348333333333,284.8,295.72,161.968333333333,236.456666666667,28.34,36.04,101.323333333333,28.2966666666667,33.4766666666667,46.4933333333333,155.998333333333,45.6916666666667,50.1633333333333,158.136666666667,53.98,42.5983333333333,37.0766666666667,49.6483333333333,32.5966666666667,298.786666666667,338.496666666667,362.373333333333,387.975,370.11,372.675,382.895,360.915,346.075,362.373333333333,325.543333333333,340.631666666667,362.456666666667,326.798333333333,357.61,346.235,339.85,366.353333333333,353.125,323.281666666667,321.405,375.265,379.888333333333,354.925,373.041666666667,375.758333333333,373.983333333333,371.856666666667,370.945,344.383333333333,340.011666666667,364.185,364.465,340.405,352.501666666667,342.111666666667,374.736666666667,317.051666666667,345.145,346.788333333333,281.743333333333,338.648333333333,288.38,373.348333333333,379.598333333333,361.938333333333,281.988333333333,282.895
174.52,88.775,56.7766666666667,52.3866666666667,25.2133333333333,269.291666666667,70.0733333333333,159.621666666667,205.871666666667,95.8116666666667,257.285,297.426666666667,132.743333333333,103.338333333333,119.205,151.388333333333,121.573333333333,115.678333333333,75.465,34.5516666666667,24.0766666666667,33.06,84.995,87.8916666666667,94.565,79.2866666666667,216.001666666667,213.198333333333,212.16,56.8433333333333,45.6066666666667,114.475,116.066666666667,70.0733333333333,67.9433333333333,59.445,187.703333333333,184.288333333333,166.816666666667,19.555,34.5516666666667,35.0933333333333,31.115,57.7616666666667,16.04,73.965,79.885,84.0466666666667,22.595,108.975,18.99,160.543333333333,24.9416666666667,31.49,159.486666666667,66.2283333333333,285.468333333333,293.168333333333,238.503333333333,285.425,290.605,303.621666666667,357.705,302.82,307.291666666667,359.843333333333,311.108333333333,299.726666666667,294.205,306.776666666667,289.725,80.6766666666667,108.396666666667,102.515,145,126.801666666667,129.366666666667,131.048333333333,117.606666666667,130.023333333333,102.515,88.9466666666667,80.7733333333333,118.853333333333,112.251666666667,114.006666666667,116.135,142.086666666667,106.495,112.86,125.113333333333,128.971666666667,128.29,125.591666666667,111.845,129.733333333333,121.705,130.675,128.548333333333,126.456666666667,132.551666666667,80.1533333333333,120.876666666667,120.861666666667,80.5466666666667,115.598333333333,101.991666666667,127.761666666667,120.326666666667,96.7183333333333,103.708333333333,89.31,103.518333333333,95.9466666666667,126.373333333333,136.623333333333,110.861666666667,151.795,152.701666666667
92.8183333333333,82.7616666666667,165.601666666667,162.39,112.421666666667,231.995,172.821666666667,50.465,136.31,60.75,213.361666666667,253.503333333333,35.6483333333333,76.4283333333333,92.295,124.478333333333,25.5366666666667,22.4983333333333,155.801666666667,123.823333333333,127.853333333333,128.855,52.21,45.2116666666667,43.1366666666667,179.013333333333,184.18,183.745,182.471666666667,83.91,101.161666666667,17.4833333333333,22.2866666666667,172.821666666667,162.365,153.866666666667,227.56,224.145,133.475,123.273333333333,123.823333333333,126.866666666667,123.343333333333,152.183333333333,141.258333333333,63.7,74.8616666666667,75.8333333333333,147.606666666667,57.4883333333333,140.598333333333,90.9816666666667,129.236666666667,116.418333333333,84.6283333333333,146.565,248.171666666667,255.871666666667,278.36,248.128333333333,253.308333333333,266.325,313.781666666667,265.523333333333,269.995,315.92,273.811666666667,262.43,256.908333333333,269.48,252.428333333333,190.68,202.818333333333,196.936666666667,239.421666666667,221.223333333333,223.788333333333,225.47,212.028333333333,224.445,196.936666666667,195.121666666667,175.195,213.275,206.673333333333,208.428333333333,210.556666666667,236.508333333333,200.916666666667,207.281666666667,219.535,231.513333333333,222.711666666667,220.013333333333,206.266666666667,224.155,216.126666666667,225.096666666667,222.97,220.878333333333,226.973333333333,174.575,215.298333333333,215.283333333333,174.968333333333,210.02,196.413333333333,222.183333333333,214.748333333333,191.14,198.13,191.851666666667,197.94,198.488333333333,220.795,231.045,205.283333333333,232.131666666667,233.038333333333
