FIPS,RUCA_urban_code,sec_RUCA_urban_code,pop,land_area,pop_density
55131470202,1,1,"6,278",2.0,"3,181.2"
55131470203,1,1,"4,242",3.5,"1,225.3"
55131470204,1,1,"4,326",4.0,"1,079.8"
55133200101,1,1,"4,480",1.7,"2,613.6"
55133200102,1,1,"4,852",1.5,"3,223.2"
55133200103,1,1,"3,122",2.1,"1,487.7"
55133200201,1,1,"3,595",2.3,"1,589.6"
55133200202,1,1,"4,206",3.9,"1,088.2"
55133200300,1,1,"4,178",13.4,311.3
55133200400,1,1,"6,582",7.4,888.8
55133200500,1,1,"5,667",2.9,"1,926.7"
55133200600,1,1,"1,841",0.8,"2,348.6"
55133200700,1,1,"3,808",2.9,"1,321.9"
55133200801,1,1,"5,114",5.3,964.9
55133200803,1,1,"4,493",3.5,"1,283.7"
55133200804,1,1,"3,624",2.6,"1,378.7"
55133200901,1,1,"3,932",2.9,"1,343.6"
55133200902,1,1,"4,005",3.0,"1,340.9"
55133201000,1,1,"6,027",3.3,"1,808.5"
55133201101,1,1,"4,656",3.7,"1,258.9"
55133201102,1,1,"2,867",1.9,"1,504.0"
55133201201,1,1,"2,119",2.3,911.5
55133201202,1,1,"6,032",3.8,"1,593.1"
55133201203,1,1,"3,233",2.3,"1,378.2"
55133201300,1,1,"4,855",7.7,629.6
55133201402,1,1,"4,656",2.0,"2,286.0"
55133201403,1,1,"4,265",1.9,"2,234.7"
55133201404,1,1,"3,844",2.9,"1,328.2"
55133201503,1,1,"6,647",2.0,"3,256.2"
55133201504,1,1,"6,210",2.5,"2,506.1"
55133201505,1,1,"2,936",2.4,"1,220.2"
55133201506,1,1,"4,697",4.8,976.8
55133201600,1,1,"5,117",13.0,393.7
55133201701,1,1,"4,594",1.9,"2,460.3"
55133201703,1,1,"6,097",2.6,"2,326.2"
55133201704,1,1,"5,206",8.8,592.2
55133201800,1,1,"1,503",1.9,781.7
55133201900,1,1,"5,169",14.8,350.3
55133202001,1,1,"4,995",20.6,242.9
55133202002,1,1,"4,030",14.3,281.5
55133202101,1,1,"4,094",6.6,622.7
55133202102,1,1,"4,650",7.3,637.3
55133202103,1,1,"3,409",5.6,605.3
55133202201,1,1,"4,329",2.1,"2,072.7"
55133202202,1,1,"5,774",1.2,"4,852.0"
55133202301,1,1,"4,494",2.8,"1,607.2"
55133202302,1,1,"6,832",2.1,"3,228.4"
55133202400,1,1,"5,003",1.3,"3,922.4"
55133202500,1,1,"3,998",1.6,"2,523.0"
55133202600,1,1,"3,498",0.5,"7,315.6"
55133202700,1,1,"1,552",0.2,"7,204.8"
55133202800,1,1,"4,219",1.1,"3,956.5"
55133202901,1,1,"4,452",2.0,"2,202.8"
55133202902,1,1,"3,513",1.9,"1,892.3"
55133203000,1,1,"2,641",3.7,720.0
55133203101,1,1,"6,536",2.2,"2,966.5"
55133203102,1,1,"6,701",3.4,"1,995.7"
55133203103,1,1,"4,528",0.9,"5,240.8"
55133203200,1,1,"4,106",4.2,973.8
55133203303,1,1,"3,749",4.8,784.4
55133203304,1,1,"4,037",6.8,596.5
55133203305,1,1,"4,328",4.5,958.9
55133203306,1,1,"5,889",5.9,996.5
55133203402,1,1,"4,011",2.6,"1,567.0"
55133203403,1,1,"5,504",5.6,979.3
55133203404,1,1,"3,035",3.2,941.8
55133203405,1,1,"4,139",5.2,794.1
55133203406,1,1,"6,425",19.2,335.1
55133203500,1,1,"6,563",21.3,308.5
55133203601,1,1,"4,102",3.3,"1,229.2"
55133203602,1,1,"5,897",3.0,"1,974.3"
55133203702,1,1,"5,046",14.8,341.0
55133203703,1,1,"3,819",4.4,864.4
55133203704,1,1,"4,469",6.8,658.9
55133203802,2,2,"6,145",23.9,257.2
55133203803,2,2,"3,945",12.0,329.5
55133203804,1,1,"7,210",20.3,354.9
55133203901,2,2,"4,532",5.2,879.8
55133203902,2,2,"4,308",4.2,"1,027.1"
55133204002,2,2,"5,479",35.6,154.0
55133204003,1,1,"3,826",12.8,299.4
55133204004,2,2,"4,379",30.0,146.2
55133204100,1,1,"5,032",22.8,221.1
55133204200,1,1,"7,197",5.3,"1,364.8"
55133204301,1,1,"4,852",4.7,"1,036.6"
55133204302,1,1,"3,755",2.4,"1,545.0"
55133204400,1,1,"2,079",2.5,823.7
55133204501,2,2,"2,495",23.5,106.2
55133204502,1,1,"6,061",5.0,"1,214.1"
55135100100,9,9,"3,857",82.2,46.9
55135100200,10,10,"2,813",164.2,17.1
55135100300,10,10,"3,847",76.0,50.6
55135100400,10,10,"4,413",105.2,41.9
55135100500,7,7,"3,020",31.6,95.6
55135100600,8,8,"5,148",70.3,73.2
55135100700,10,10,"3,359",47.2,71.1
55135100800,2,2,"4,711",68.6,68.7
55135100900,7,7,"6,103",8.3,735.2
55135101000,7,7,"6,242",8.9,700.3
55135101100,7,7,"4,988",11.3,442.8
55135101200,3,3,"3,909",73.9,52.9
55137960100,3,3,"2,927",104.8,27.9
55137960200,3,3,"3,841",104.9,36.6
55137960300,10,10,"3,249",107.5,30.2
55137960400,10,10,"3,456",135.6,25.5
55137960600,9,9,"2,049",31.4,65.3
55137960700,9,9,"4,459",75.4,59.1
55137960800,7,7,"4,515",66.5,67.9
55139000100,1,1,"2,935",0.5,"6,470.3"
55139000200,1,1,"2,559",0.4,"5,751.4"
55139000300,1,1,"4,151",1.0,"4,218.4"
55139000400,1,1,"2,701",1.1,"2,478.3"
55139000500,1,1,"6,131",0.9,"6,806.4"
55139000700,1,1,"5,503",0.5,"11,794.1"
55139000800,1,1,"3,117",0.5,"6,122.1"
55139000900,1,1,"3,276",1.5,"2,252.3"
55139001000,1,1,"2,718",0.9,"3,139.0"
55139001100,1,1,"4,215",1.0,"4,044.8"
55139001200,1,1,"2,028",0.6,"3,465.4"
55139001300,1,1,"2,664",1.2,"2,283.7"
55139001400,1,1,"3,983",2.4,"1,640.9"
55139001500,1,1,"3,168",1.3,"2,455.7"
55139001600,1,1,"4,039",5.1,796.3
55139001700,1,1,"5,310",9.9,538.4
55139001801,1,1,"5,493",6.1,893.5
55139001803,1,1,"5,737",4.2,"1,359.6"
55139001804,1,1,"4,475",3.2,"1,415.9"
55139001900,1,1,"5,016",46.0,109.0
55139002000,2,2,"6,932",70.3,98.7
55139002100,2,2,"3,572",89.6,39.9
55139002201,2,2.1,"4,733",23.1,205.3
55139002202,2,2,"2,952",64.3,45.9
55139002300,2,2,"5,288",62.0,85.3
55139002400,1,1,"9,874",9.3,"1,067.0"
55139002500,1,1,"5,045",1.4,"3,569.0"
55139002601,1,1,"3,916",1.7,"2,247.1"
55139002602,1,1,"4,543",1.2,"3,648.7"
55139002700,1,1,"2,504",0.5,"5,440.6"
55139002800,1,1,"4,594",1.3,"3,529.1"
55139002900,1,1,"2,341",0.5,"4,617.2"
55139003000,1,1,"1,601",0.6,"2,663.2"
55139003100,1,1,"2,108",0.6,"3,732.0"
55139003200,1,1,"2,305",0.6,"3,551.9"
55139003300,1,1,"2,816",0.8,"3,707.3"
55139003400,1,1,"3,911",1.5,"2,589.3"
55139003500,1,1,"3,064",1.0,"2,939.5"
55139003600,1,1,"4,138",1.3,"3,199.5"
55139003701,1,1,"3,690",0.8,"4,607.6"
55139003702,1,1,"7,848",13.9,563.5
55141010100,5,5,"4,710",139.2,33.8
55141010200,4,4,"4,967",19.8,250.8
55141010300,4,4,"2,963",0.9,"3,434.9"
55141010400,4,4,"3,400",4.5,759.8
55141010500,4,4,"3,311",2.4,"1,370.8"
55141010600,4,4,"4,469",2.0,"2,252.2"
55141010700,5,5,"5,076",107.4,47.3
55141010800,5,5,"2,888",211.9,13.6
55141010900,5,5,"4,088",157.4,26.0
55141011000,4,4,"5,695",12.1,472.5
55141011100,4,4,"3,523",44.6,78.9
55141011200,4,4,"3,911",9.9,396.4
55141011300,4,4,"4,607",4.6,993.0
55141011400,4,4,"5,308",4.5,"1,177.9"
55141011500,4,4,"5,945",13.0,458.8
55141011600,5,5,"5,148",49.7,103.5
55141011700,4,4,"4,740",9.4,506.5
